"Timestamp","State","City","Items in stock currently:"
"03/27/20 20:41","CA","Vacaville","None Available"
"03/27/20 20:33","CA","Elk Grove","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 20:32","CA","Cypress","None Available"
"03/27/20 20:31","CA","Westminster","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 20:29","CA","Elk Grove","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 20:27","AZ","Phoenix","Toilet Paper, Disinfecting Wipes"
"03/27/20 20:24","CA","Ontario","Toilet Paper, Rice"
"03/27/20 20:24","CA","Van Nuys","Toilet Paper"
"03/27/20 20:22","CA","Los Angeles","Toilet Paper"
"03/27/20 20:22","CA","Foster City","Toilet Paper, Paper Towels, Water"
"03/27/20 20:21","CA","Mission Viejo","Toilet Paper"
"03/27/20 20:21","CA","Lake Elsinore","Toilet Paper, Paper Towels, Water"
"03/27/20 20:19","CA","Irwindale","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 20:19","LA","Chino Hills","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 20:18","OR","Hillsboro","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 20:17","CA","San Diego","Toilet Paper"
"03/27/20 20:16","FL","Boca Raton","None Available"
"03/27/20 20:16","PA","Robinson","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 20:16","CA","Clovis","Toilet Paper, Disinfecting Wipes, Water"
"03/27/20 20:16","FL","Naples","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 20:15","MO","Kansas City","Toilet Paper"
"03/27/20 20:14","CA","Fresno","None Available"
"03/27/20 20:14","AZ","Paradise Valley Mall","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 20:13","AZ","Phoenix","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 20:08","CA","Montclair","None Available"
"03/27/20 20:08","FL","Tallahassee","Toilet Paper"
"03/27/20 20:07","AZ","Scottsdale","Toilet Paper"
"03/27/20 20:05","WA","Lynnwood","Toilet Paper, Disinfecting Wipes, Rice, Lysol"
"03/27/20 20:05","AZ","Avondale","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 20:04","CA","Manhattan Beach","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 20:01","CA","Santa Clarita","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 19:59","GA","Ringgold","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 19:58","CA","Rancho Cucamonga","Toilet Paper, Disinfecting Wipes, Water"
"03/27/20 19:58","CA","San Leandro","Toilet Paper, Disinfecting Wipes, Rice"
"03/27/20 19:57","CA","San Jose","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 19:55","CA","North Fontana","Toilet Paper"
"03/27/20 19:52","AZ","Scottsdale","Toilet Paper"
"03/27/20 19:52","CA","Poway","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 19:51","CA","Glendale","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice, Lysol"
"03/27/20 19:51","CA","Gilroy","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice"
"03/27/20 19:50","NV","Las Vegas","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 19:50","CA","San Francisco","Paper Towels"
"03/27/20 19:49","MA","Brockton","Toilet Paper, Lysol"
"03/27/20 19:47","CA","Victorville","Toilet Paper"
"03/27/20 19:41","CA","Eastvale","Toilet Paper, Paper Towels, Disinfecting Wipes, Water"
"03/27/20 19:38","CA","Santee","Toilet Paper"
"03/27/20 19:34","CA","Azusa","Toilet Paper, Paper Towels"
"03/27/20 19:34","CA","Norwalk","Toilet Paper, Disinfecting Wipes, None Available"
"03/27/20 19:33","CO","Denver","Toilet Paper"
"03/27/20 19:32","CA","Irvine","Toilet Paper, Lysol"
"03/27/20 19:27","WA","Seattle","Toilet Paper"
"03/27/20 19:23","TX","Selma","Toilet Paper"
"03/27/20 19:23","TX","Houston","Toilet Paper"
"03/27/20 19:22","CA","Temecula","Toilet Paper, Disinfecting Wipes"
"03/27/20 19:21","AZ","Phoenix","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice"
"03/27/20 19:20","MN","Maple Grove","Toilet Paper, Water"
"03/27/20 19:19","AZ","Gateway","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 19:18","IA","Coralville","Toilet Paper, Paper Towels"
"03/27/20 19:17","CA","Garden Grove","Water"
"03/27/20 19:16","CO","Sheridan - River Point","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 19:16","IA","Davenport","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 19:13","WA","Covington","Toilet Paper"
"03/27/20 19:12","CA","Los Angeles","Toilet Paper"
"03/27/20 19:10","CA","Norwalk","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 19:10","CA","Santee","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 19:10","CA","San Leandro","Toilet Paper, Disinfecting Wipes, Water, Lysol"
"03/27/20 19:10","VA","Fredericksburg","Water"
"03/27/20 19:09","PA","Lancaster","Toilet Paper, Disinfecting Wipes, Water"
"03/27/20 19:08","PA","Lancaster","Toilet Paper, Disinfecting Wipes, Water"
"03/27/20 19:08","MD","Silver Spring","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 19:08","WA","Lynnwood","Toilet Paper"
"03/27/20 19:06","MD","Ellicott City","Toilet Paper"
"03/27/20 19:05","CA","Tracy","Toilet Paper"
"03/27/20 19:05","CA","Garden Grove","Water"
"03/27/20 19:05","CA","Chula Vista","Toilet Paper"
"03/27/20 19:02","OH","Springdale","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 18:59","CA","San Bernardino","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 18:57","CA","Chula Vista","Toilet Paper, Disinfecting Wipes, Rice, Lysol"
"03/27/20 18:57","CA","Azusa","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 18:57","TN","Memphis","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/27/20 18:56","WA","Burlington","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 18:56","CA","Tustin - Marketplace","Toilet Paper, Paper Towels"
"03/27/20 18:55","CA","East Vale","Toilet Paper, Paper Towels"
"03/27/20 18:50","CA","Whittier","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/27/20 18:48","AZ","Phoenix","Toilet Paper, Lysol"
"03/27/20 18:45","PR","Caguad","Toilet Paper, Paper Towels"
"03/27/20 18:43","CA","Fullerton","Toilet Paper, Disinfecting Wipes"
"03/27/20 18:42","CA","Fountain Valley","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 18:42","NV","Henderson","Toilet Paper"
"03/27/20 18:41","TX","Cedar Park - Whitestone Blvd","Paper Towels, Rice"
"03/27/20 18:40","NJ","Bridewell Pl","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 18:39","CA","Chula Vista","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 18:39","CA","91006","Toilet Paper"
"03/27/20 18:38","CA","San Dimas","Toilet Paper, Disinfecting Wipes, Rice, Lysol"
"03/27/20 18:38","NJ","Ocean","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 18:37","WA","Spanaway","Toilet Paper"
"03/27/20 18:37","CA","Arcadia","Toilet Paper, Paper Towels"
"03/27/20 18:36","WA","Puyallup","Toilet Paper, Paper Towels"
"03/27/20 18:33","HI","Kapolei","Toilet Paper, Lysol"
"03/27/20 18:31","CA","Chico","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 18:30","SC","Greenville","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 18:27","CA","Victorville","Toilet Paper, Paper Towels"
"03/27/20 18:24","NV","Henderson","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 18:24","AZ","Avondale","Toilet Paper"
"03/27/20 18:20","CA","Foster City","Toilet Paper, Paper Towels"
"03/27/20 18:19","CA","Ontario","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 18:18","CA","Westlake Village","Toilet Paper"
"03/27/20 18:18","AZ","Phoenix - North 27th Ave","None Available"
"03/27/20 18:17","MA","West Springfield","Toilet Paper"
"03/27/20 18:15","CA","Camarillo","Toilet Paper"
"03/27/20 18:10","CA","City of Industry","Toilet Paper, Disinfecting Wipes"
"03/27/20 18:10","OH","Cincinnati","Water, Rice"
"03/27/20 18:08","VA","Newington","Toilet Paper, Paper Towels"
"03/27/20 18:07","CA","Torrance","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 18:02","CA","City of Industry","Toilet Paper"
"03/27/20 18:00","CA","Los Angeles","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/27/20 18:00","PA","Harrisburg","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 17:56","TX","Plano","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 17:56","AZ","Avondale","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 17:56","NE","Omaha - W Dodge Rd","Toilet Paper, Disinfecting Wipes, Rice"
"03/27/20 17:55","MA","Waltham","Toilet Paper, Disinfecting Wipes"
"03/27/20 17:54","CA","Hawthorne","Toilet Paper"
"03/27/20 17:53","AZ","Phoenix","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice"
"03/27/20 17:52","CA","San Francisco","Toilet Paper"
"03/27/20 17:52","CA","Pico Rivera","Toilet Paper"
"03/27/20 17:51","AZ","Phoenix","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice"
"03/27/20 17:50","CA","Irvine","Toilet Paper"
"03/27/20 17:49","CA","Citrus Heights","Toilet Paper"
"03/27/20 17:49","CA","Menifee","Toilet Paper"
"03/27/20 17:49","NJ","Bridgewater","Toilet Paper, Disinfecting Wipes"
"03/27/20 17:47","CA","Sacramento","Toilet Paper"
"03/27/20 17:46","WA","Vancouver","Toilet Paper, Disinfecting Wipes"
"03/27/20 17:44","CA","Sacramento","Toilet Paper"
"03/27/20 17:43","CA","Fremont","Disinfecting Wipes"
"03/27/20 17:42","CA","Bonita","Toilet Paper, Disinfecting Wipes, Rice, Lysol"
"03/27/20 17:40","WA","Puyallup","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 17:37","CA","Van Nuys","None Available"
"03/27/20 17:37","MI","Roseville","Toilet Paper, Water"
"03/27/20 17:35","CA","Montclair","Toilet Paper"
"03/27/20 17:33","CA","Riverside","None Available"
"03/27/20 17:33","CA","Fontana","Toilet Paper, Water"
"03/27/20 17:32","CA","Chula Vista - H Street","Toilet Paper, Water"
"03/27/20 17:31","CA","Rialto","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 17:29","CA","Los Angeles - Los Feliz","Toilet Paper, Disinfecting Wipes"
"03/27/20 17:28","AZ","Paradise Valley","Toilet Paper"
"03/27/20 17:27","CA","Lancaster","Paper Towels, Rice, Lysol"
"03/27/20 17:26","WA","Kirkland","Toilet Paper"
"03/27/20 17:16","CA","Ontario","Disinfecting Wipes, Lysol"
"03/27/20 17:13","CA","Fontana","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 17:13","CA","Long Beach","Paper Towels, Water"
"03/27/20 17:13","OR","Beaverton","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 17:09","CA","Fontana","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 17:09","GA","Alpharetta","Toilet Paper"
"03/27/20 17:08","VA","Fairfax","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 17:07","CA","Inglewood","Toilet Paper"
"03/27/20 17:02","CA","Mountain View","Water, Rice, Lysol"
"03/27/20 16:59","ID","Twin Falls","Paper Towels, Disinfecting Wipes, Water"
"03/27/20 16:58","CA","Monterey Park","Water"
"03/27/20 16:55","MN","Eagan","Paper Towels, Water"
"03/27/20 16:55","CA","Tracy","Toilet Paper, Paper Towels, Water, Lysol"
"03/27/20 16:54","CA","Huntington Beach","Water, Rice"
"03/27/20 16:52","CA","1388 Moffett Park Dr","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 16:52","CA","Tracy","Toilet Paper, Paper Towels, Water"
"03/27/20 16:50","CA","Vista","Paper Towels"
"03/27/20 16:50","CA","San Diego","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 16:50","CA","Redwood City","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 16:49","AZ","Arrowhead","Toilet Paper"
"03/27/20 16:49","CA","Inglewood","Toilet Paper, Paper Towels, Rice"
"03/27/20 16:46","AZ","Spectrum","Toilet Paper, Disinfecting Wipes, Rice, Lysol"
"03/27/20 16:45","MN","Eagan","Toilet Paper, Disinfecting Wipes"
"03/27/20 16:42","NY","Bay Shore","Toilet Paper"
"03/27/20 16:42","CA","Fremont","Toilet Paper, Paper Towels"
"03/27/20 16:41","NM","Albuquerque","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 16:41","CA","Lancaster","Toilet Paper"
"03/27/20 16:40","CA","San Jose - Great Oaks","Water, Rice"
"03/27/20 16:37","CA","Aliso Viejo","Toilet Paper"
"03/27/20 16:35","CA","Torrance","None Available"
"03/27/20 16:34","MI","Livonia","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 16:33","CA","Torrance","None Available"
"03/27/20 16:32","AZ","Tucson","Toilet Paper, Paper Towels"
"03/27/20 16:31","MD","Columbia","Water, Rice"
"03/27/20 16:31","CA","San Bernadino","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 16:31","IL","Glenview","Toilet Paper, Paper Towels, Water"
"03/27/20 16:31","CA","Temecula","None Available"
"03/27/20 16:31","CA","Poway","Toilet Paper"
"03/27/20 16:28","VA","Leesburg","Toilet Paper"
"03/27/20 16:28","CA","San Marcos","None Available"
"03/27/20 16:24","CA","Danville","Water"
"03/27/20 16:23","MO","St.Peter's","Toilet Paper, Disinfecting Wipes"
"03/27/20 16:22","CA","Eastvale","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 16:21","CA","Hawthorne - Hindry","Disinfecting Wipes, Lysol"
"03/27/20 16:20","CA","San Diego","Toilet Paper"
"03/27/20 16:18","CA","Woodland","Water"
"03/27/20 16:17","CA","La Mesa","Toilet Paper, None Available"
"03/27/20 16:17","AZ","Gilbert","Toilet Paper, Rice"
"03/27/20 16:16","CA","San Diego - Morena","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice"
"03/27/20 16:14","CA","Muntain View","Disinfecting Wipes, Lysol"
"03/27/20 16:09","CA","Hawthorne","Paper Towels, Disinfecting Wipes"
"03/27/20 16:08","AZ","Scottsdale","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 16:06","CA","Glendale","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 16:06","FL","Lake Worth","Toilet Paper, Paper Towels"
"03/27/20 16:06","CA","Santa Rosa","Toilet Paper"
"03/27/20 16:05","FL","Brandon","Toilet Paper"
"03/27/20 16:02","CA","Eastvale","Toilet Paper, Paper Towels"
"03/27/20 16:01","OR","Salem","Toilet Paper, None Available"
"03/27/20 15:59","WI","Sun Prairie","Toilet Paper"
"03/27/20 15:59","IL","Mount Prospect","Paper Towels, Water"
"03/27/20 15:57","CA","Cypress","Water, Rice"
"03/27/20 15:57","CA","Eastvale","Toilet Paper, Paper Towels"
"03/27/20 15:57","AZ","Tucson","Toilet Paper, Rice"
"03/27/20 15:52","CA","Irvine","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 15:52","AZ","Scottdale","Toilet Paper"
"03/27/20 15:48","CA","Norwalk","Toilet Paper"
"03/27/20 15:48","CA","Fontana","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 15:47","CA","Rancho Cucamonga - 4th","Disinfecting Wipes, Water"
"03/27/20 15:46","VA","Norfolk","Toilet Paper"
"03/27/20 15:46","OH","Strongesville","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 15:45","AZ","Tempe","Water"
"03/27/20 15:43","AZ","Glendale","Toilet Paper, Paper Towels"
"03/27/20 15:42","CA","Simi Valley","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 15:40","CA","Poway","Paper Towels"
"03/27/20 15:40","CA","Tustin - Marketplace","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 15:39","CA","Laguna Niguel","Toilet Paper"
"03/27/20 15:38","AZ","Paradise Valley","Toilet Paper"
"03/27/20 15:37","CA","Laguna Niguel","Toilet Paper, Disinfecting Wipes"
"03/27/20 15:35","CA","San Dimas","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice, Lysol"
"03/27/20 15:35","CA","Irvine","Water"
"03/27/20 15:35","NJ","Manahawkin","Paper Towels, Water"
"03/27/20 15:35","CA","Danville","Toilet Paper"
"03/27/20 15:34","CA","Yorba Linda","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 15:34","AZ","Tempe","Toilet Paper"
"03/27/20 15:33","CA","Hanford","Toilet Paper, Paper Towels"
"03/27/20 15:33","WA","Vancouver","Toilet Paper, Paper Towels"
"03/27/20 15:32","FL","Orlando","Toilet Paper, Paper Towels"
"03/27/20 15:32","CA","Torrance","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 15:31","CA","Duarte","Toilet Paper"
"03/27/20 15:28","CA","Gilroy","Lysol"
"03/27/20 15:27","CA","Hanford","Toilet Paper"
"03/27/20 15:27","CA","Burbank","Toilet Paper, Lysol"
"03/27/20 15:27","CA","Ukiah","Paper Towels, Disinfecting Wipes"
"03/27/20 15:27","CA","Daly City","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 15:26","IL","Melrose park","Toilet Paper, Disinfecting Wipes"
"03/27/20 15:25","CA","13066 Branford st","Toilet Paper, Paper Towels"
"03/27/20 15:24","CA","La habra","Water"
"03/27/20 15:19","CA","Laguna Niguel - Heather Ridge","Water, Rice"
"03/27/20 15:18","NJ","Clifton","Lysol"
"03/27/20 15:18","CA","Signal Hill","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 15:14","AZ","Tempe","Disinfecting Wipes, Lysol"
"03/27/20 15:14","CA","San Jose","Toilet Paper"
"03/27/20 15:12","NC","Mooresville","Toilet Paper, Paper Towels, Water"
"03/27/20 15:10","CA","Chino Hills","Toilet Paper"
"03/27/20 15:10","HI","525 Alamawa St","Toilet Paper"
"03/27/20 15:08","CA","Roseville","Toilet Paper, Paper Towels"
"03/27/20 15:08","FL","Sarasota","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 15:08","CA","Fremont","Toilet Paper"
"03/27/20 15:07","NY","Yonkers","Disinfecting Wipes, Lysol"
"03/27/20 15:05","IL","Metawa","Toilet Paper, Disinfecting Wipes"
"03/27/20 15:05","CA","Cypress","Paper Towels, Water"
"03/27/20 15:05","CA","Inglewood","Toilet Paper, Disinfecting Wipes"
"03/27/20 15:04","CA","Cypress","Paper Towels, Water"
"03/27/20 15:02","CA","San Dimas","Paper Towels, Water, Rice"
"03/27/20 15:02","CA","San Diego","Toilet Paper, Paper Towels, Disinfecting Wipes, Rice"
"03/27/20 15:01","CA","Simi Valley","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/27/20 15:01","CA","San Leandro","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 14:58","CA","Van Nuys","Water, Rice"
"03/27/20 14:58","VA","Alexandria","Toilet Paper, Disinfecting Wipes"
"03/27/20 14:56","AZ","Mesa","Toilet Paper"
"03/27/20 14:56","AZ","Scottsdale","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/27/20 14:55","CA","Irvine","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 14:54","CA","Downey","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/27/20 14:54","MN","Coon Rapids","Water"
"03/27/20 14:53","CA","Norwalk","Toilet Paper, Paper Towels"
"03/27/20 14:52","WA","Everett","Toilet Paper, Water"
"03/27/20 14:49","CA","Sunnyvale","Toilet Paper, Disinfecting Wipes"
"03/27/20 14:49","IL","Chicago - S Ashland","Paper Towels, Water, Rice, Lysol"
"03/27/20 14:48","CA","Fremont","Toilet Paper, Water, Rice"
"03/27/20 14:48","AZ","Glendale","None Available"
"03/27/20 14:45","SD","Sioux Falls","Toilet Paper"
"03/27/20 14:45","CA","Burbank","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/27/20 14:45","FL","Miami","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 14:42","WA","SEATTLE","Toilet Paper, Paper Towels, Rice"
"03/27/20 14:42","CA","Lakewood","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 14:41","CA","Ontario","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 14:41","WA","Tukwila","Toilet Paper"
"03/27/20 14:40","CA","Yorba Linda","Toilet Paper, Disinfecting Wipes, Rice, Lysol"
"03/27/20 14:40","AZ","Phoenix - Thomas","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 14:39","AZ","Cave Creek","Toilet Paper"
"03/27/20 14:39","AZ","Phoenix","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 14:39","CA","Roseville","Toilet Paper, Paper Towels"
"03/27/20 14:39","CA","91173","Toilet Paper, Disinfecting Wipes, Rice, Lysol"
"03/27/20 14:39","CA","Modesto","Toilet Paper"
"03/27/20 14:37","CA","91750","Toilet Paper, Disinfecting Wipes, Rice, Lysol"
"03/27/20 14:37","CO","Thornton","None Available"
"03/27/20 14:34","CO","Arvada","None Available"
"03/27/20 14:34","CA","Victorville","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 14:34","AZ","Tucson","Toilet Paper, Disinfecting Wipes"
"03/27/20 14:33","WA","Bonney Lake","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 14:32","CA","San Dimas","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 14:32","FL","Brandon","Disinfecting Wipes"
"03/27/20 14:31","TX","Katy","Toilet Paper"
"03/27/20 14:30","CA","San Jose","Toilet Paper, Disinfecting Wipes, Lysol"
"03/27/20 14:30","VA","Midlothian","Toilet Paper, Paper Towels, Lysol"
"03/27/20 14:27","VA","Manassas","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 14:26","CA","Green Valley","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 14:25","CA","Danville","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 14:25","AZ","Chandler","Toilet Paper"
"03/27/20 14:25","NV","Henderson","Toilet Paper, Lysol"
"03/27/20 14:24","AZ","Mesa","Toilet Paper"
"03/27/20 14:23","CA","Concord","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 14:23","FL","West Palm Beach","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 14:22","UT","84095","Toilet Paper, Paper Towels, Disinfecting Wipes"
"03/27/20 14:22","CA","Marina del Rey","Water, Rice"
"03/27/20 14:22","IN","Indianapolis","Toilet Paper"
"03/27/20 14:21","CA","Temecula","Paper Towels"
"03/27/20 14:19","NV","Henderson - Marks St","Toilet Paper, Lysol"
"03/27/20 14:17","AZ","Tucson","Toilet Paper"
"03/27/20 14:15","CA","Elk Grove","Water"
"03/27/20 14:14","UT","Lehi","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 14:12","CA","Garden Grove","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 14:11","CA","Carlsbad","Paper Towels, Water, Rice, Lysol"
"03/27/20 14:11","TN","Brentwood","Toilet Paper, Paper Towels"
"03/27/20 14:10","TN","Franklin","Toilet Paper, Paper Towels"
"03/27/20 14:09","CA","San Jose","Toilet Paper"
"03/27/20 14:09","MD","Frederick","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Lysol"
"03/27/20 14:08","CA","Foster City","Paper Towels, Water, Rice"
"03/27/20 14:07","FL","Clearwater","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 14:04","VA","Woodbridge","Toilet Paper, Disinfecting Wipes"
"03/27/20 14:03","CA","Rancho Cucamonga","Paper Towels"
"03/27/20 14:02","VA","Winchester","Toilet Paper"
"03/27/20 14:01","AZ","Chandler","Toilet Paper, None Available"
"03/27/20 13:59","TX","Schertz","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 13:58","CA","Pacoima","Water"
"03/27/20 13:57","VA","Leesburg","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 13:57","CA","San Dimas","Toilet Paper"
"03/27/20 13:54","CA","Westlake Village","Toilet Paper"
"03/27/20 13:53","CA","San Dimas","Toilet Paper"
"03/27/20 13:51","CA","Fairfield","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 13:49","CA","Woodland Hills","Water"
"03/27/20 13:49","VA","Leesburg","Water, Lysol"
"03/27/20 13:47","CA","Oxnard","Water"
"03/27/20 13:47","CA","San Francisco","Toilet Paper, Paper Towels"
"03/27/20 13:47","CA","Tustin","Toilet Paper, Paper Towels, Disinfecting Wipes, Water"
"03/27/20 13:46","CA","La Habra","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 13:45","AZ","Mesa","Toilet Paper"
"03/27/20 13:44","IL","Lake in the Hills","Toilet Paper, Water"
"03/27/20 13:43","CA","Rohnert Park","Water"
"03/27/20 13:42","TX","Plano","Toilet Paper"
"03/27/20 13:41","VA","Fredericksburg","Paper Towels"
"03/27/20 13:40","AZ","Scottsdale - Hayden","Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 13:39","CA","Fullerton","Toilet Paper, Paper Towels, Disinfecting Wipes, Water, Rice, Lysol"
"03/27/20 13:38","OR","Portland - Clackamas","Toilet Paper, Paper Towels"
"03/27/20 13:36","AL","Mobile","Toilet Paper, Paper Towels, Water"
"03/27/20 13:35","CA","Simi Valley","Toilet Paper"
"03/27/20 13:35","CA","Livermore","Toilet Paper, Paper Towels, Disinfecting Wipes, Lysol"
"03/27/20 13:33","CA","Lake Elsinore","Toilet Paper, Water, Rice"
"03/27/20 13:33","MD","Brandywine","Toilet Paper, Water"
"03/27/20 13:33","CA","Crossroads Marketplace","Water"
"03/27/20 13:31","UT","Bountiful","Toilet Paper, Paper Towels"
